,Name,Position,Team,Salary,Year
5407,Matt Harpring, SF,Utah Jazz,"$6,500,000",2007
5408,Corliss Williamson, PF,Sacramento Kings,"$6,500,000",2007
5409,Juwan Howard, PF,Houston Rockets,"$6,392,100",2007
5410,James Posey, SF,Miami Heat,"$6,392,100",2007
5411,Ricky Davis, SG,Minnesota Timberwolves,"$6,364,400",2007
5412,Chauncey Billups, PG,Detroit Pistons,"$6,364,400",2007
5413,Chris Wilcox, PF,Seattle SuperSonics,"$6,250,000",2007
5414,Stephen Jackson, SF,Indiana Pacers,"$6,120,000",2007
5415,Eric Snow, PG,Cleveland Cavaliers,"$6,093,750",2007
5416,Antonio McDyess, PF,Detroit Pistons,"$5,883,600",2007
5417,Derek Fisher, PG,Utah Jazz,"$5,883,600",2007
5418,Marquis Daniels, SG,Indiana Pacers,"$5,883,600",2007
5419,Etan Thomas, C,Washington Wizards,"$5,883,600",2007
5420,Jamaal Tinsley, PG,Indiana Pacers,"$5,850,000",2007
5421,LeBron James, SF,Cleveland Cavaliers,"$5,828,089",2007
5422,Jason Collins, C,New Jersey Nets,"$5,800,000",2007
5423,Tony Battie, C,Orlando Magic,"$5,746,000",2007
5424,Donyell Marshall, PF,Cleveland Cavaliers,"$5,633,037",2007
5425,Troy Hudson, PG,Minnesota Timberwolves,"$5,603,000",2007
5426,Gerald Wallace, SF,Charlotte Bobcats,"$5,525,000",2007
5427,Marko Jaric, PG,Minnesota Timberwolves,"$5,525,000",2007
5428,Udonis Haslem, PF,Miami Heat,"$5,525,000",2007
5429,Jeff Foster, PF,Indiana Pacers,"$5,500,000",2007
5430,Stromile Swift, PF,Memphis Grizzlies,"$5,400,000",2007
5431,Brian Skinner, PF,Milwaukee Bucks,"$5,400,000",2007
5432,Shareef Abdur-Rahim, PF,Sacramento Kings,"$5,400,000",2007
5433,Jerome James, C,New York Knicks,"$5,400,000",2007
5434,Shane Battier, SF,Houston Rockets,"$5,393,300",2007
5435,Dan Gadzuric, C,Milwaukee Bucks,"$5,252,065",2007
5436,Bobby Jackson, PG,NO/Oklahoma City Hornets,"$5,250,000",2007
5437,Darko Milicic, C,Orlando Magic,"$5,218,622",2007
5438,Nazr Mohammed, C,Detroit Pistons,"$5,215,000",2007
5439,Jared Jeffries, PF,New York Knicks,"$5,215,000",2007
5440,Mike James, PG,Minnesota Timberwolves,"$5,215,000",2007
5441,Vladimir Radmanovic, SF,Los Angeles Lakers,"$5,215,000",2007
5442,Brent Barry, SG,San Antonio Spurs,"$5,117,880",2007
5443,Marc Jackson, PF,NO/Oklahoma City Hornets,"$4,875,000",2007
5444,Dwight Howard, C,Orlando Magic,"$4,806,720",2007
5445,Carmelo Anthony, F,Denver Nuggets,"$4,694,041",2007
5446,Andrew Bogut, C,Milwaukee Bucks,"$4,665,960",2007
5447,Eduardo Najera, PF,Denver Nuggets,"$4,571,428",2007
5448,Morris Peterson, SG,Toronto Raptors,"$4,550,000",2007
5449,Andrea Bargnani, C,Toronto Raptors,"$4,501,200",2007
5450,Raja Bell, SG,Phoenix Suns,"$4,500,000",2007
5451,Brendan Haywood, C,Washington Wizards,"$4,500,000",2007
5452,Brevin Knight, PG,Charlotte Bobcats,"$4,400,000",2007
5453,John Salmons, SF,Sacramento Kings,"$4,400,000",2007
5454,Trenton Hassell, SF,Minnesota Timberwolves,"$4,350,000",2007
5455,Emeka Okafor, C,Charlotte Bobcats,"$4,300,560",2007
5456,Eric Williams, PF,Charlotte Bobcats,"$4,296,000",2007
5457,Chris Bosh, PF,Toronto Raptors,"$4,235,220",2007
5458,Chris Mihm, C,Los Angeles Lakers,"$4,214,241",2007
5459,Rafer Alston, PG,Houston Rockets,"$4,200,000",2007
5460,Marvin Williams, PF,Atlanta Hawks,"$4,174,800",2007
5461,Kevin Durant, SF,Golden State Warriors,"$4,171,200",2007
5462,Anthony Parker, SG,Toronto Raptors,"$4,150,000",2007
5463,Carlos Arroyo, PG,Orlando Magic,"$4,100,000",2007
5464,Damon Stoudamire, PG,Memphis Grizzlies,"$4,050,000",2007
5465,LaMarcus Aldridge, C,Portland Trail Blazers,"$4,027,320",2007
5466,Kyle Korver, SG,Philadelphia 76ers,"$4,018,182",2007
5467,Reggie Evans, C,Denver Nuggets,"$4,000,000",2007
5468,Gordan Giricek, SG,Utah Jazz,"$4,000,000",2007
5469,Zaza Pachulia, C,Atlanta Hawks,"$4,000,000",2007
5470,Andres Nocioni, SF,Chicago Bulls,"$3,950,000",2007
5471,Damon Jones, PG,Cleveland Cavaliers,"$3,884,678",2007
5472,Ben Gordon, SG,Chicago Bulls,"$3,862,080",2007
5473,Shaun Livingston, PG,LA Clippers,"$3,841,920",2007
5474,Dwyane Wade, SG,Miami Heat,"$3,841,443",2007
5475,Bob Sura, PG,Houston Rockets,"$3,840,000",2007
5476,Jorge Garbajosa, PF,Toronto Raptors,"$3,750,000",2007
5477,Bruce Bowen, SF,San Antonio Spurs,"$3,750,000",2007
5478,Deron Williams, PG,Utah Jazz,"$3,749,040",2007
5479,Vitaly Potapenko, C,Sacramento Kings,"$3,674,584",2007
5480,Darius Songaila, PF,Washington Wizards,"$3,650,000",2007
5481,Adam Morrison, SF,Charlotte Bobcats,"$3,616,680",2007
5482,Jeff McInnis, PG,Charlotte Bobcats,"$3,600,000",2007
5483,Marcus Banks, PG,Phoenix Suns,"$3,600,000",2007
5484,Pat Garrity, PF,Orlando Magic,"$3,525,000",2007
5485,Dale Davis, PF,Detroit Pistons,"$3,500,000",2007
5486,Tyronn Lue, PG,Atlanta Hawks,"$3,500,000",2007
5487,Chris Kaman, C,LA Clippers,"$3,491,767",2007
5488,Chris Paul, PG,NO/Oklahoma City Hornets,"$3,380,160",2007
5489,Keyon Dooling, PG,Orlando Magic,"$3,348,000",2007
5490,Robert Horry, PF,San Antonio Spurs,"$3,315,000",2007
5491,Melvin Ely, C,Charlotte Bobcats,"$3,303,813",2007
5492,Tyrus Thomas, PF,Chicago Bulls,"$3,260,760",2007
5493,Lorenzen Wright, PF,Atlanta Hawks,"$3,250,000",2007
5494,Greg Buckner, SG,Dallas Mavericks,"$3,240,741",2007
5495,Zeljko Rebraca, C,LA Clippers,"$3,240,000",2007
5496,Kevin Ollie, PG,Philadelphia 76ers,"$3,196,050",2007
5497,Ira Newble, SF,Cleveland Cavaliers,"$3,196,050",2007
5498,Kirk Hinrich, SG,Chicago Bulls,"$3,192,628",2007
5499,Devin Harris, PG,Dallas Mavericks,"$3,153,120",2007
5500,Trevor Ariza, SF,Orlando Magic,"$3,100,000",2007
5501,Fred Jones, SG,Toronto Raptors,"$3,100,000",2007
5502,Raymond Felton, PG,Charlotte Bobcats,"$3,060,840",2007
5503,Jeff Green, SF,Washington Wizards,"$3,058,200",2007
5504,Steven Hunter, C,Philadelphia 76ers,"$3,024,000",2007
5505,Chris Duhon, PG,Chicago Bulls,"$3,024,000",2007
5506,Francisco Elson, C,San Antonio Spurs,"$3,000,000",2007
5507,Chucky Atkins, PG,Memphis Grizzlies,"$3,000,000",2007
5508,Rasual Butler, SF,NO/Oklahoma City Hornets,"$3,000,000",2007
5509,Shelden Williams, C,Atlanta Hawks,"$2,952,840",2007
5510,Earl Boykins, PG,Milwaukee Bucks,"$2,950,000",2007
5511,T.J. Ford, PG,Toronto Raptors,"$2,929,467",2007
5512,Jake Tsakalidis, C,Memphis Grizzlies,"$2,900,000",2007
5513,Michael Finley, SG,San Antonio Spurs,"$2,889,000",2007
5514,Michael Doleac, C,Miami Heat,"$2,880,000",2007
5515,Josh Childress, F,Atlanta Hawks,"$2,863,920",2007
5516,Willie Green, SG,Philadelphia 76ers,"$2,800,000",2007
5517,Brian Scalabrine, PF,Boston Celtics,"$2,793,103",2007
5518,Martell Webster, SF,Portland Trail Blazers,"$2,780,160",2007
5519,Dan Dickau, PG,Portland Trail Blazers,"$2,753,218",2007
5520,Primoz Brezec, C,Charlotte Bobcats,"$2,750,000",2007
5521,Eddie Griffin, PF,Minnesota Timberwolves,"$2,700,000",2007
5522,Damien Wilkins, SG,Seattle SuperSonics,"$2,700,000",2007
5523,Michael Sweetney, PF,Chicago Bulls,"$2,696,956",2007
5524,Brandon Roy, SG,Portland Trail Blazers,"$2,681,880",2007
5525,James Jones, SG,Phoenix Suns,"$2,650,000",2007
5526,Anthony Johnson, PG,Dallas Mavericks,"$2,640,000",2007
5527,Jarron Collins, C,Utah Jazz,"$2,625,698",2007
5528,Luol Deng, SF,Chicago Bulls,"$2,614,440",2007
5529,Jarvis Hayes, SF,Washington Wizards,"$2,564,127",2007
5530,Juan Dixon, SG,Toronto Raptors,"$2,550,000",2007
5531,Charlie Villanueva, PF,Milwaukee Bucks,"$2,537,880",2007
5532,Corey Brewer, SG,Sacramento Kings,"$2,535,720",2007
5533,Mickael Pietrus, SF,Golden State Warriors,"$2,535,260",2007
5534,Keith Bogans, SG,Orlando Magic,"$2,510,000",2007
5535,Nick Collison, F,Seattle SuperSonics,"$2,501,070",2007
5536,Fabricio Oberto, C,San Antonio Spurs,"$2,500,000",2007
5537,Bostjan Nachbar, SF,New Jersey Nets,"$2,500,000",2007
5538,Aaron McKie, SG,Los Angeles Lakers,"$2,500,000",2007
5539,Randy Foye, SG,Minnesota Timberwolves,"$2,448,240",2007
5540,Luke Ridnour, PG,Seattle SuperSonics,"$2,425,878",2007
5541,Rafael Araujo, C,Utah Jazz,"$2,395,200",2007
5542,Jose Calderon, PG,Toronto Raptors,"$2,333,334",2007
5543,Channing Frye, PF,New York Knicks,"$2,325,000",2007
5544,Lindsey Hunter, SG,Detroit Pistons,"$2,250,000",2007
5545,Rudy Gay, SF,Memphis Grizzlies,"$2,242,920",2007
5546,Mark Madsen, PF,Minnesota Timberwolves,"$2,210,000",2007
5547,Dikembe Mutombo, C,Houston Rockets,"$2,210,000",2007
5548,Andre Iguodala, SG,Philadelphia 76ers,"$2,201,640",2007
5549,Othella Harrington, PF,Charlotte Bobcats,"$2,200,000",2007
5550,Jackie Butler, C,San Antonio Spurs,"$2,200,000",2007
5551,Scot Pollard, C,Cleveland Cavaliers,"$2,200,000",2007
5552,Zarko Cabarkapa, SF,Golden State Warriors,"$2,157,097",2007
5553,Ike Diogu, PF,Indiana Pacers,"$2,137,200",2007
5554,Bonzi Wells, SG,Houston Rockets,"$2,115,000",2007
5555,Patrick O'Bryant, C,Golden State Warriors,"$2,061,720",2007
5556,David West, F,NO/Oklahoma City Hornets,"$2,051,938",2007
5557,Andrew Bynum, C,Los Angeles Lakers,"$2,030,280",2007
5558,Matt Bonner, C,San Antonio Spurs,"$2,000,000",2007
5559,Jake Voskuhl, C,Charlotte Bobcats,"$2,000,000",2007
5560,DeSagana Diop, C,Dallas Mavericks,"$1,998,000",2007
5561,Andris Biedrins, C,Golden State Warriors,"$1,986,960",2007
5562,Devean George, SF,Dallas Mavericks,"$1,974,259",2007
5563,Sasha Pavlovic, SG,Cleveland Cavaliers,"$1,962,206",2007
5564,Mouhamed Sene, C,Seattle SuperSonics,"$1,958,640",2007
5565,Mo Williams, PG,Milwaukee Bucks,"$1,920,000",2007
5566,Robert Swift, C,Seattle SuperSonics,"$1,887,600",2007
5567,Dahntay Jones, SG,Memphis Grizzlies,"$1,886,113",2007
5568,Boris Diaw, C,Phoenix Suns,"$1,870,501",2007
5569,JJ Redick, SG,Orlando Magic,"$1,860,720",2007
5570,Zoran Planinic, PG,Brooklyn Nets,"$1,854,376",2007
5571,Travis Outlaw, SF,Portland Trail Blazers,"$1,836,426",2007
5572,Thaddeus Young, PF,Indiana Pacers,"$1,830,720",2007
5573,Brian Cook, PF,Los Angeles Lakers,"$1,817,141",2007
5574,Michael Ruffin, PF,Washington Wizards,"$1,803,600",2007
5575,Malik Allen, PF,Chicago Bulls,"$1,803,600",2007
5576,Vassilis Spanoulis, PG,Houston Rockets,"$1,800,000",2007
5577,Walter Herrmann Heinrich, PF,Charlotte Bobcats,"$1,800,000",2007
5578,Sebastian Telfair, PG,Boston Celtics,"$1,793,160",2007
5579,Hilton Armstrong, PF,NO/Oklahoma City Hornets,"$1,767,600",2007
5580,Ronald Murray, SG,Detroit Pistons,"$1,750,000",2007
5581,David Wesley, SG,Cleveland Cavaliers,"$1,750,000",2007
5582,Shammond Williams, PG,Los Angeles Lakers,"$1,750,000",2007
5583,Aaron Williams, C,LA Clippers,"$1,750,000",2007
5584,Sean May, C,Charlotte Bobcats,"$1,740,720",2007
5585,Kris Humphries, PF,Toronto Raptors,"$1,703,520",2007
5586,Kendrick Perkins, C,Boston Celtics,"$1,689,410",2007
5587,Leandro Barbosa, G,Phoenix Suns,"$1,679,733",2007
5588,Thabo Sefolosha, SF,Chicago Bulls,"$1,679,280",2007
5589,Josh Howard, SF,Dallas Mavericks,"$1,667,603",2007
5590,Rashad McCants, SG,Minnesota Timberwolves,"$1,653,720",2007
5591,Didier Ilunga-Mbenga, C,Dallas Mavericks,"$1,628,959",2007
5592,Maurice Evans, SG,Los Angeles Lakers,"$1,620,000",2007
5593,Al Jefferson, C,Boston Celtics,"$1,618,320",2007
5594,Clifford Robinson, PF,New Jersey Nets,"$1,600,000",2007
5595,Ronnie Brewer, SF,Utah Jazz,"$1,595,400",2007
5596,Antoine Wright, SF,New Jersey Nets,"$1,570,920",2007
5597,Rodney Stuckey, PG,Indiana Pacers,"$1,569,600",2007
5598,Jalen Rose, SG,Phoenix Suns,"$1,540,000",2007
5599,Kirk Snyder, SG,Houston Rockets,"$1,537,440",2007
5600,Justin Reed, SF,Minnesota Timberwolves,"$1,529,873",2007
5601,Cedric Simmons, SF,NO/Oklahoma City Hornets,"$1,515,480",2007
5602,Joey Graham, SF,Toronto Raptors,"$1,492,440",2007
5603,Adrian Griffin, SG,Chicago Bulls,"$1,475,000",2007
5604,Yaroslav Korolev, SF,LA Clippers,"$1,470,000",2007
5605,Josh Smith, PF,Atlanta Hawks,"$1,460,640",2007
5606,Rodney Carney, SG,Philadelphia 76ers,"$1,439,760",2007
5607,Danny Granger, SF,Indiana Pacers,"$1,417,800",2007
5608,Eddie House, SG,New Jersey Nets,"$1,400,000",2007
5609,JR Smith, SG,Denver Nuggets,"$1,387,560",2007
5610,Luke Walton, SF,Los Angeles Lakers,"$1,375,000",2007
5611,Shawne Williams, SF,Indiana Pacers,"$1,367,760",2007
5612,Keith McLeod, PG,Indiana Pacers,"$1,350,000",2007
5613,Gerald Green, SG,Boston Celtics,"$1,347,000",2007
5614,Steve Blake, PG,Milwaukee Bucks,"$1,330,000",2007
5615,Dorell Wright, SF,Miami Heat,"$1,325,160",2007
5616,Hakim Warrick, PF,Memphis Grizzlies,"$1,286,280",2007
5617,Jameer Nelson, G,Orlando Magic,"$1,272,120",2007
5618,Quincy Douby, SG,Sacramento Kings,"$1,240,920",2007
5619,Julius Hodge, SG,Milwaukee Bucks,"$1,234,800",2007
5620,Jason Smith, PF,New Orleans Pelicans,"$1,233,840",2007
5621,Pavel Podkolzin, C,Dallas Mavericks,"$1,221,240",2007
5622,Renaldo Balkman, SF,New York Knicks,"$1,191,240",2007
5623,Jason Kapono, SG,Miami Heat,"$1,188,000",2007
5624,Matt Carroll, SG,Charlotte Bobcats,"$1,188,000",2007
5625,Nate Robinson, PG,New York Knicks,"$1,185,480",2007
5626,Eric Piatkowski, SG,Phoenix Suns,"$1,178,348",2007
5627,Darrell Armstrong, PG,Indiana Pacers,"$1,178,348",2007
5628,Victor Khryapa, PF,Chicago Bulls,"$1,172,400",2007
5629,Rajon Rondo, PG,Boston Celtics,"$1,143,600",2007
5630,Jarrett Jack, G,Portland Trail Blazers,"$1,137,960",2007
5631,Marcus Williams, PG,New Jersey Nets,"$1,097,880",2007
5632,Francisco Garcia, SG,Sacramento Kings,"$1,092,600",2007
5633,Delonte West, SG,Boston Celtics,"$1,080,480",2007
5634,Nenad Krstic, C,New Jersey Nets,"$1,080,480",2007
5635,Mikki Moore, C,New Jersey Nets,"$1,071,225",2007
5636,Josh Boone, C,New Jersey Nets,"$1,053,960",2007
5637,Luther Head, PG,Houston Rockets,"$1,048,800",2007
5638,Carlos Delfino, SG,Detroit Pistons,"$1,037,280",2007
5639,Tony Allen, SG,Boston Celtics,"$1,037,280",2007
5640,Kyle Lowry, PG,Memphis Grizzlies,"$1,011,720",2007
5641,Johan Petro, C,Seattle SuperSonics,"$1,006,800",2007
5642,Kevin Martin, SG,Sacramento Kings,"$1,002,840",2007
5643,Bernard Robinson, SG,Charlotte Bobcats,"$1,000,000",2007
5644,Jannero Pargo, PG,NO/Oklahoma City Hornets,"$1,000,000",2007
5645,Shavlik Randolph, PF,Philadelphia 76ers,"$1,000,000",2007
5646,Calvin Booth, C,Washington Wizards,"$998,967",2007
5647,Sasha Vujacic, SG,Los Angeles Lakers,"$973,920",2007
5648,Jason Maxiell, PF,Detroit Pistons,"$973,440",2007
5649,Shannon Brown, PG,Cleveland Cavaliers,"$971,280",2007
5650,Beno Udrih, PG,San Antonio Spurs,"$967,920",2007
5651,David Harrison, C,Indiana Pacers,"$960,840",2007
5652,Anderson Varejao, C,Cleveland Cavaliers,"$945,600",2007
5653,Arron Afflalo, G,Orlando Magic,"$944,520",2007
5654,Jordan Farmar, PG,Los Angeles Lakers,"$939,120",2007
5655,Wayne Simien, PF,Miami Heat,"$932,760",2007
5656,DeShawn Stevenson, SG,Washington Wizards,"$932,015",2007
5657,David Lee, PF,New York Knicks,"$926,040",2007
5658,Maurice Ager, SF,Dallas Mavericks,"$906,480",2007
5659,Mardy Collins, PG,New York Knicks,"$899,880",2007
5660,Linas Kleiza, SF,Denver Nuggets,"$845,360",2007
5661,Pat Burke, C,Phoenix Suns,"$810,000",2007
5662,Mickael Gelabale, SF,Seattle SuperSonics,"$802,000",2007
5663,Mile Ilic, C,New Jersey Nets,"$800,000",2007
5664,Smush Parker, PG,Los Angeles Lakers,"$798,112",2007
5665,Dajuan Wagner, SG,Golden State Warriors,"$798,112",2007
5666,Jamal Sampson, C,Denver Nuggets,"$774,551",2007
5667,Ronald Dupree, SF,Detroit Pistons,"$771,331",2007
5668,Linton Johnson, PF,NO/Oklahoma City Hornets,"$771,331",2007
5669,Quinton Ross, SF,LA Clippers,"$771,331",2007
5670,Sergio Rodriguez, PG,Portland Trail Blazers,"$760,000",2007
5671,Randolph Morris, C,New York Knicks,"$750,000",2007
5672,Scott Padgett, PF,Memphis Grizzlies,"$744,551",2007
5673,Andre Barrett, SG,Chicago Bulls,"$744,551",2007
5674,Mike Wilks, PG,Seattle SuperSonics,"$744,551",2007
5675,DerMarr Johnson, SF,Denver Nuggets,"$744,551",2007
5676,Sean Marks, PF,Phoenix Suns,"$744,551",2007
5677,Pape Sow, PF,Toronto Raptors,"$744,551",2007
5678,Darrick Martin, PG,Toronto Raptors,"$744,551",2007
5679,Michael Olowokandi, C,Boston Celtics,"$744,551",2007
5680,Earl Barron, C,Miami Heat,"$744,551",2007
5681,Salim Stoudamire, SG,Atlanta Hawks,"$729,000",2007
5682,John Lucas III, PG,Houston Rockets,"$700,000",2007
5683,James Singleton, F,LA Clippers,"$675,000",2007
5684,Solomon Jones, PF,Atlanta Hawks,"$675,000",2007
5685,CJ Miles, SF,Utah Jazz,"$664,209",2007
5686,Lou Williams, SG,Philadelphia 76ers,"$664,209",2007
5687,Ronny Turiaf, C,Los Angeles Lakers,"$664,209",2007
5688,Amir Johnson, C,Detroit Pistons,"$664,209",2007
5689,Donell Taylor, PG,Washington Wizards,"$664,209",2007
5690,Dwayne Jones II, PF,Cleveland Cavaliers,"$664,209",2007
5691,Chuck Hayes, PF,Houston Rockets,"$664,209",2007
5692,Monta Ellis, SG,Golden State Warriors,"$664,209",2007
5693,Lawrence Roberts, PF,Memphis Grizzlies,"$664,209",2007
5694,Ryan Gomes, SF,Boston Celtics,"$664,209",2007
5695,Esteban Batista, PF,Atlanta Hawks,"$644,209",2007
5696,Paul Millsap, PF,Utah Jazz,"$625,000",2007
5697,Derek Anderson, SG,Charlotte Bobcats,"$617,539",2007
5698,Steve Novak, SF,Houston Rockets,"$600,000",2007
5699,Devin Brown, SG,NO/Oklahoma City Hornets,"$516,806",2007
5700,Slava Medvedenko, PF,Atlanta Hawks,"$490,528",2007
5701,Leon Powe, PF,Boston Celtics,"$432,000",2007
5702,Taurean Green, PG,Denver Nuggets,"$427,163",2007
5703,Josh McRoberts, PF,Dallas Mavericks,"$427,163",2007
5704,Ryan Hollins, C,Charlotte Bobcats,"$412,718",2007
5705,Yakhouba Diawara, SG,Denver Nuggets,"$412,718",2007
5706,Marquinhos Vieira, F,NO/Oklahoma City Hornets,"$412,718",2007
5707,Damir Markota, PF,Milwaukee Bucks,"$412,718",2007
5708,Robert Hite, SG,Miami Heat,"$412,718",2007
5709,Will Blalock, SG,Detroit Pistons,"$412,718",2007
5710,Paul Davis, C,LA Clippers,"$412,718",2007
5711,Hassan Adams, SF,New Jersey Nets,"$412,718",2007
5712,Uros Slokar, PF,Toronto Raptors,"$412,718",2007
5713,Pops Mensah-Bonsu, PF,Dallas Mavericks,"$412,718",2007
5714,Bobby Jones, SF,Philadelphia 76ers,"$412,718",2007
5715,Steven Smith, SF,Philadelphia 76ers,"$412,718",2007
5716,Chris Webber, C,Philadelphia 76ers,"$407,313",2007
5717,Andre Brown, PF,Seattle SuperSonics,"$406,340",2007
5718,James White, SG,San Antonio Spurs,"$405,435",2007
5719,Eddie Jones, SG,Memphis Grizzlies,"$337,238",2007
5720,Junior Harrington, PG,Memphis Grizzlies,"$302,200",2007
5721,Jared Reiner, C,Milwaukee Bucks,"$302,200",2007
5722,Kelenna Azubuike, SF,Golden State Warriors,"$259,770",2007
5723,Justin Williams, PF,Sacramento Kings,"$252,486",2007
5724,Jason Hart, PG,Sacramento Kings,"$197,087",2007
5725,Alan Anderson, SG,Charlotte Bobcats,"$128,935",2007
5726,Mike Hall, F,Washington Wizards,"$121,388",2007
5727,Luke Jackson, SF,Toronto Raptors,"$109,493",2007
5728,Lou Amundson, PF,Utah Jazz,"$101,966",2007
5729,Alan Henderson, PF,Utah Jazz,"$70,075",2007
5730,Will Conroy, PG,Memphis Grizzlies,"$55,839",2007
5731,Anthony Carter, PG,Denver Nuggets,"$37,620",2007
5732,Von Wafer, SG,LA Clippers,"$23,443",2007
5733,Shaquille O'Neal, C,Miami Heat,"$20,000,000",2006
5734,Chris Webber, C,Philadelphia 76ers,"$19,125,000",2006
5735,Kevin Garnett, PF,Minnesota Timberwolves,"$18,000,000",2006
5736,Allen Iverson, SG,Philadelphia 76ers,"$16,453,125",2006
5737,Stephon Marbury, PG,New York Knicks,"$16,453,125",2006
5738,Jason Kidd, PG,New Jersey Nets,"$16,440,000",2006
5739,Jermaine O'Neal, C,Indiana Pacers,"$16,440,000",2006
5740,Kobe Bryant, SF,Los Angeles Lakers,"$15,946,875",2006
5741,Tim Duncan, C,San Antonio Spurs,"$15,845,157",2006
5742,Vin Baker, PF,LA Clippers,"$15,750,000",2006
5743,Anfernee Hardaway, SF,Orlando Magic,"$15,750,000",2006
5744,Tracy McGrady, SG,Houston Rockets,"$15,694,250",2006
5745,Grant Hill, SF,Orlando Magic,"$15,694,250",2006
5746,Eddie Jones, SG,Memphis Grizzlies,"$14,666,250",2006
5747,Tim Thomas, PF,Phoenix Suns,"$13,975,000",2006
5748,Antonio Davis, PF,Toronto Raptors,"$13,865,000",2006
5749,Paul Pierce, SF,Boston Celtics,"$13,843,156",2006
5750,Vince Carter, SF,New Jersey Nets,"$13,843,156",2006
5751,Baron Davis, PG,Golden State Warriors,"$13,700,000",2006
5752,Steve Francis, PG,Orlando Magic,"$13,700,000",2006
5753,Shawn Marion, SG,Phoenix Suns,"$13,700,000",2006
5754,Ray Allen, SG,Seattle SuperSonics,"$13,223,140",2006
5755,Elton Brand, PF,LA Clippers,"$13,152,000",2006
5756,Michael Redd, SG,Milwaukee Bucks,"$12,000,000",2006
5757,Joe Johnson, G,Atlanta Hawks,"$12,000,000",2006
5758,Theo Ratliff, C,Portland Trail Blazers,"$11,666,666",2006
5759,Mike Bibby, PG,Sacramento Kings,"$11,500,000",2006
5760,Lamar Odom, PF,Los Angeles Lakers,"$11,448,596",2006
5761,Carlos Boozer, PF,Utah Jazz,"$11,260,483",2006
5762,Pau Gasol, C,Memphis Grizzlies,"$10,993,000",2006
5763,Andrei Kirilenko, SF,Utah Jazz,"$10,983,000",2006
5764,Kenyon Martin, PF,Denver Nuggets,"$10,886,364",2006
5765,Rasheed Wallace, PF,Detroit Pistons,"$10,860,000",2006
5766,Zach Randolph, F,Portland Trail Blazers,"$10,666,667",2006
5767,Raef LaFrentz, C,Boston Celtics,"$10,623,288",2006
5768,Wally Szczerbiak, SG,Minnesota Timberwolves,"$10,500,000",2006
5769,Larry Hughes, SG,Cleveland Cavaliers,"$10,344,900",2006
5770,Gilbert Arenas, PG,Washington Wizards,"$10,243,200",2006
5771,Richard Jefferson, F,New Jersey Nets,"$10,200,000",2006
5772,Jamal Mashburn, SF,Philadelphia 76ers,"$10,075,000",2006
5773,Steve Nash, PG,Phoenix Suns,"$9,625,000",2006
5774,Rashard Lewis, PF,Seattle SuperSonics,"$9,571,429",2006
5775,Marcus Camby, C,Denver Nuggets,"$9,400,000",2006
5776,Maurice Taylor, PF,New York Knicks,"$9,100,000",2006
5777,Jason Richardson, SG,Golden State Warriors,"$8,888,888",2006
5778,Brad Miller, C,Sacramento Kings,"$8,750,000",2006
5779,Zydrunas Ilgauskas, C,Cleveland Cavaliers,"$8,743,238",2006
5780,Kelvin Cato, C,Orlando Magic,"$8,640,000",2006
5781,Samuel Dalembert, C,Philadelphia 76ers,"$8,477,178",2006
5782,Tony Parker, PG,San Antonio Spurs,"$8,400,000",2006
5783,Jerry Stackhouse, SF,Dallas Mavericks,"$8,367,187",2006
5784,Jamaal Magloire, C,Milwaukee Bucks,"$8,333,334",2006
5785,Tyson Chandler, C,Chicago Bulls,"$8,299,670",2006
5786,Mehmet Okur, C,Utah Jazz,"$8,250,000",2006
5787,Kenny Thomas, PF,Sacramento Kings,"$8,183,769",2006
5788,Richard Hamilton, SG,Detroit Pistons,"$8,125,000",2006
5789,Andre Miller, PG,Denver Nuggets,"$8,100,000",2006
5790,Bobby Simmons, SF,Milwaukee Bucks,"$8,000,000",2006
5791,Bonzi Wells, SG,Sacramento Kings,"$8,000,000",2006
5792,P.J. Brown, PF,NO/Oklahoma City  Hornets,"$8,000,000",2006
5793,Austin Croshere, PF,Indiana Pacers,"$7,900,000",2006
5794,Lorenzen Wright, PF,Memphis Grizzlies,"$7,700,000",2006
5795,Erick Dampier, C,Dallas Mavericks,"$7,662,500",2006
5796,Jason Williams, PG,Miami Heat,"$7,562,500",2006
5797,Peja Stojakovic, SF,Sacramento Kings,"$7,525,000",2006
5798,Doug Christie, SG,Dallas Mavericks,"$7,500,000",2006
5799,Kwame Brown, C,Los Angeles Lakers,"$7,500,000",2006
5800,Ben Wallace, PF,Detroit Pistons,"$7,500,000",2006
5801,Manu Ginobili, G,San Antonio Spurs,"$7,428,937",2006
5802,Eddy Curry, C,New York Knicks,"$7,394,663",2006
5803,Troy Murphy, PF,Golden State Warriors,"$7,365,079",2006
5804,Adonal Foyle, C,Golden State Warriors,"$7,312,500",2006
5805,Darius Miles, SF,Portland Trail Blazers,"$7,250,000",2006
5806,Cuttino Mobley, SG,LA Clippers,"$7,241,379",2006
5807,Desmond Mason, SF,NO/Oklahoma City  Hornets,"$7,233,333",2006
5808,Jonathan Bender, SF,Indiana Pacers,"$7,175,000",2006
5809,Kurt Thomas, PF,Phoenix Suns,"$7,085,919",2006
5810,Corey Maggette, SF,LA Clippers,"$7,000,000",2006
5811,Malik Rose, PF,New York Knicks,"$6,979,147",2006
5812,Al Harrington, PF,Atlanta Hawks,"$6,975,500",2006
